Cation,Anion,Gases,T/K,P/bar,ARD,Fugacity/bar,Vapor pressure/bar,Solubility,Molecular weight(g/mol),Melting point(C),Boiling point,Critical Temperature,Critical pressure,Critical volume(m3/kg),Flash point
[BMIM],[Tf2N],CO2,318,34.96,0.061285087,30.17978134,99.7959524,0.4324,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,39.952,0.049451616,33.72700279,99.7959524,0.4715,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,44.96,0.045780257,37.09755816,99.7959524,0.5042,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,49.955,0.041564078,40.27201654,99.7959524,0.5344,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,74.958,0.029804618,53.31104126,99.7959524,0.6428,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,99.952,0.001387628,61.09082807,99.7959524,0.7095,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,124.96,0.022982146,65.42057064,99.7959524,0.7282,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,149.964,0.05409039,69.34920907,99.7959524,0.7399,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,174.959,0.092569366,73.22878296,99.7959524,0.7479,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,318,199.974,0.129574709,77.1459514,99.7959524,0.7562,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,4.99,0.207870766,4.909000106,152.0455144,0.055,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,9.96,0.02641533,9.638535728,152.0455144,0.1211,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,14.953,0.022574326,14.23119902,152.0455144,0.18,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,19.97,0.044558606,18.68743286,152.0455144,0.2322,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,24.96,0.06687279,22.96377429,152.0455144,0.281,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,29.96,0.069431734,27.09435618,152.0455144,0.3213,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,34.961,0.07256223,31.07279466,152.0455144,0.3583,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,39.958,0.081422973,34.89674219,152.0455144,0.3941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,44.958,0.082957445,38.57302772,152.0455144,0.4243,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,49.963,0.083264546,42.10412636,152.0455144,0.4522,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,74.955,0.082577463,57.55129272,152.0455144,0.5583,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,99.966,0.082469157,69.47555088,152.0455144,0.6288,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,124.96,0.08710088,78.15919489,152.0455144,0.6768,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,149.96,0.067066176,84.69507156,152.0455144,0.7008,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,175.016,0.030858516,90.4246955,152.0455144,0.7119,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,338,199.973,0.020947781,95.88180065,152.0455144,0.7149,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,3.8,0.218989734,3.745313265,111.3578312,0.086473154,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,7.4,0.1691994,7.193185152,111.3578312,0.148947484,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,17.3,0.038275737,16.17789431,111.3578312,0.264554132,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,26,0.024615882,23.48088917,111.3578312,0.352086784,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,31.7,0.024312038,27.96944104,111.3578312,0.401600317,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,36.3,0.007423702,31.42252737,111.3578312,0.432046564,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[Tf2N],CO2,323.15,40.8,0.005422232,34.65522118,111.3578312,0.462189947,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.75,6.18,0.13769442,5.98187593,58.1208489,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.65,7.2,0.10620142,6.945551706,65.10627267,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.61,7.99,0.113616876,7.693429486,72.84945756,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,10.44,0.066168099,9.983880073,89.89425296,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.35,12.52,0.101308098,11.93147807,111.8303106,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.25,15.25,0.113679453,14.46261773,137.6919089,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343,17.8,0.155511396,16.82902532,168.7617865,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.49,21.24,0.193223362,19.99614551,210.2724243,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.29,23.7,0.268693243,22.29378419,259.0928108,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,7.02,0.117871127,6.776741389,64.36423618,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,8.07,0.095975403,7.76595634,72.10120469,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,10.28,0.079840703,9.837702118,89.89425296,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,12.66,0.087996182,12.05705684,111.3578312,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,15.2,0.114629397,14.4169505,137.4044002,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,17.92,0.152728078,16.93744257,169.291037,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,20.8,0.203401601,19.60278562,208.769816,0.212,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.65,13.22,0.040947424,12.31665429,57.98475943,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.77,15.17,0.026913339,14.04802021,65.28538028,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.34,16.75,0.0350555,15.45060639,72.40949657,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.21,20.31,0.062713932,18.59670591,90.01131394,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.05,24.68,0.083812888,22.40577448,111.1222752,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,332.85,28.94,0.127977262,26.12112342,136.5453478,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.19,33.98,0.178369051,30.4905391,169.4324564,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.26,39.07,0.235878166,34.90883084,209.2546863,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,362.68,44,0.296685205,39.20124332,255.7121545,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,14.83,0.033918022,13.75011297,64.36423618,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,16.64,0.036935099,15.35485579,72.10120469,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,20.5,0.053575322,18.75360411,89.89425296,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,24.65,0.086655232,22.38361187,111.3578312,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,29.12,0.128324088,26.27500573,137.4044002,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,33.88,0.179870678,30.40941115,169.291037,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,38.95,0.236282165,34.80952864,208.769816,0.351,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.73,15.64,0.028120287,14.37866868,58.09361089,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.65,17.36,0.040137651,15.89073525,65.10627267,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.39,19.15,0.051596681,17.45506969,72.49080567,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,312.99,23.34,0.071895074,21.07654142,89.58273242,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,322.52,27.85,0.101731083,24.94423162,109.8813903,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,332.54,33.12,0.140357572,29.42716837,135.6631023,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,342.47,38.58,0.188650409,34.06452369,166.9052423,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,352.85,44.3,0.252460235,38.94984028,207.4535673,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.05,50.5,0.31461173,44.2329976,257.7567629,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,17.18,0.03871738,15.73286851,64.36423618,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,19.05,0.051217289,17.36820269,72.10120469,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,23.41,0.072461204,21.13693322,89.89425296,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,28.17,0.10394259,25.21716224,111.3578312,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,33.45,0.143168713,29.70741373,137.4044002,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,38.95,0.192679835,34.37985867,169.291037,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,44.47,0.254401034,39.09520365,208.769816,0.39,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.75,19.43,0.038764301,17.48791726,58.1208489,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.7,21.52,0.054220197,19.26891967,65.18085275,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.38,23.95,0.058105116,21.30616649,72.47453785,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,312.85,29.27,0.076055311,25.71799797,89.31091612,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,322.62,35.12,0.107931322,30.52567777,110.1145497,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.07,42.18,0.146915943,36.25939046,137.1748108,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,342.53,48.39,0.200465048,41.33996955,167.1143687,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,352.65,55.98,0.25474104,47.49445781,206.5810184,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.05,64.3,0.315748215,54.24928071,257.7567629,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,21.43,0.04644824,19.18386832,64.36423618,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,23.93,0.05421907,21.28386511,72.10120469,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,29.38,0.078660916,25.81297512,89.89425296,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,35.4,0.111155391,30.75876716,111.3578312,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,41.95,0.152139704,36.097676,137.4044002,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,48.99,0.200564952,41.81188297,169.291037,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,56.47,0.256556082,47.88078207,208.769816,0.453,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.75,34.86,0.018204711,28.64602694,58.1208489,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.55,39.15,0.024235531,31.74038996,64.95731833,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.33,43.6,0.035953511,34.90583437,72.39324375,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,312.9,54.26,0.053960573,42.19984718,89.40791163,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,322.72,66.45,0.084370501,50.28420239,110.348159,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,332.5,79.84,0.123633756,58.97244127,135.5496649,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.04,96.5,0.168926349,69.51153545,168.9027546,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,352.86,112.12,0.223302833,79.60818237,207.4972984,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,362.95,129.9,0.279929148,91.1397771,257.2023622,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,38.72,0.025820783,31.43830681,64.36423618,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,43.52,0.033878147,34.83986284,72.10120469,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,54.45,0.055962148,42.3396269,89.89425296,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,67.01,0.086051449,50.65113834,111.3578312,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,81.03,0.124824729,59.69812564,137.4044002,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,96.35,0.17128522,69.47358109,169.291037,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,112.8,0.223173175,80.00937779,208.769816,0.619,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.76,39.74,0.008340818,31.67037472,58.13447167,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.47,44.6,0.015551672,34.98216321,64.83835218,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.32,50.3,0.022212768,38.73897359,72.37699392,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313,63.44,0.039416485,47.00216961,89.60217513,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,322.96,78.7,0.070383925,56.16938614,110.9106634,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.56,97.78,0.107862575,67.1134772,138.5868876,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.37,117.76,0.149353134,78.34043322,170.070339,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.3,139.8,0.196953525,90.85316689,209.4313029,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,362.95,162.46,0.248428396,104.1718258,257.2023622,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,44.29,0.014318314,34.76987058,64.36423618,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,50.05,0.022476778,38.58094051,72.10120469,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,63.43,0.042061755,47.02552623,89.89425296,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,79.19,0.06871059,56.42953909,111.3578312,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,97.17,0.105228762,66.73727913,137.4044002,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,117.24,0.148515855,78.05821501,169.291037,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,139.25,0.196816526,90.58165851,208.769816,0.654,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.43,46.17,0.010073894,35.22700693,57.68624597,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.45,52.45,0.020053036,39.13292942,64.80863801,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.49,59.9,0.026846283,43.51624475,72.6536489,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.19,77.32,0.041312259,52.90685748,89.972279,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,322.85,101.98,0.053166418,64.11612184,110.6525255,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.28,132.25,0.079544276,77.34298261,137.7782749,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.08,164.38,0.10692625,91.85957346,169.0438429,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.06,196.92,0.144094606,108.1442472,208.3740021,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.12,227.3,0.196314928,125.5103421,258.1456421,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,52.05,0.0194282,38.88937042,64.36423618,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,59.37,0.026255968,43.21155192,72.10120469,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,77.23,0.041284526,52.8625046,89.89425296,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,102.81,0.052801481,64.47573136,111.3578312,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,131.85,0.079154325,77.16578239,137.4044002,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,164.61,0.107171619,91.9686254,169.291037,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,197.2,0.144527454,108.2948765,208.769816,0.701,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.42,56.09,0.006078,39.82027934,57.67270599,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.42,83.65,0.029520795,46.21798537,64.76408728,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.38,106.25,0.039670668,52.17375619,72.47453785,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.57,154.35,0.059536237,66.33722576,90.71644911,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.34,199.95,0.068948754,82.21667419,111.8066432,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.11,242.8,0.061545301,100.0373493,137.2895591,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.05,282.66,0.036743809,119.8276804,168.9380154,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.2,320.86,0.005689496,141.8572321,208.9900617,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.11,353.4,0.064868189,164.2147725,258.0900476,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,80.65,0.024846612,45.72409598,64.36423618,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,105.77,0.040607833,51.95178449,72.10120469,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,153.99,0.06273737,65.93459281,89.89425296,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,199.5,0.069898802,81.95941993,111.3578312,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,242.31,0.060044991,99.97952554,137.4044002,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,282.41,0.035059401,119.8829864,169.291037,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,319.81,0.007122403,141.503519,208.769816,0.751,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,293.3,274.6,0.394046682,62.30487227,57.5104211,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.37,300.98,0.415498897,71.01446103,64.68989072,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.38,328.81,0.437292321,80.70158318,72.47453785,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.44,382.99,0.469425923,102.6623082,90.46126822,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.19,432.25,0.479691673,126.9712523,111.452181,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.08,479.6,0.469249099,154.7201562,137.2034892,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.14,524.31,0.433031247,185.7704811,169.2557009,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.13,561.46,0.366430773,217.7125672,208.6817876,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,363.29,598.05,0.280990962,252.8712187,259.0928108,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,298.15,299.8,0.4146555,70.61486846,64.36423618,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,303.15,327.53,0.436413015,80.23675337,72.10120469,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,313.15,381.48,0.468942661,101.9852646,89.89425296,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,323.15,432.05,0.479701263,126.8645869,111.3578312,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,333.15,479.93,0.469076597,154.9285253,137.4044002,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,343.15,524.35,0.432973756,185.8018105,169.291037,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[C5MIM],[Tf2N],CO2,353.15,561.53,0.366265191,217.7780119,208.769816,0.802,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[Tf2N],CO2,293.65,6.2,0.113174847,6.000370376,57.98475943,0.221,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[Tf2N],CO2,298.52,7.25,0.076953678,6.991643392,64.91268549,0.221,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[Tf2N],CO2,303.25,8.37,0.046121108,8.043358002,72.26332896,0.221,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[Tf2N],CO2,313.59,10.83,0.021613834,10.3415921,90.75576292,0.221,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
